number,companyName,adress,adressBystreet,dateOflicensing,stateOfbusiness,dateOfclosure,startdateOfcessation,duedateOfcessation,dateOfreOpen,areaOfsite,zip,waterwork,numOfmenWorker,yearOfStart,multipleUse,grade,sizeOfsite,numOfwomenWorker,vicintyOfsite,sanitaryName,businessCondition,totalOfworker
296,(주)설빙건대점,"서울특별시 광진구 화양동 7-3번지 104호,106호,107호,108호 ","서울특별시 광진구 아차산로 229, 104,106,107,108호 (화양동)",20140304,운영중,,,,,,,,,2014,N,,231.46,,,휴게음식점,커피숍,
297,(주)설빙문화방송지점,서울특별시 마포구 상암동 1604번지 (주)문화방송 리테일센터 2층일부 ,"서울특별시 마포구 성암로 255 (상암동, (주)문화방송 리테일센터 2층일부)",20141222,운영중,,,,,,,,,2014,N,,454.9,,,휴게음식점,커피숍,
298,(주)섬나들이,인천광역시 옹진군 북도면 장봉리 20-7번지 ,인천광역시 옹진군 북도면 장봉로 20-1,20140611,운영중,,,,,,,,,2014,N,,22.8,,기타,휴게음식점,커피숍,
299,(주)성덕푸드,서울특별시 서초구 반포동 505번지 서울성모병원 지하1층 ,"서울특별시 서초구 반포대로 222, 지하1층 (반포동, 서울성모병원)",20120803,운영중,,,,,,,,,2012,N,,9.88,,,휴게음식점,커피숍,
300,(주)성도명일동직매장,"서울특별시 강동구 천호동 24-8번지 가야빌딩 1층 5,6호 ",,20040211,폐업 등,20080205,,,,,,,0,2004,N,,9.9,0,,휴게음식점,커피숍,0
301,(주)성유엔터프라이즈,"경기도 부천시 원미구 중동 1164번지 ,1165,1165-1,2 디몰백화점동 지하1층일부 ",,20071203,폐업 등,20120220,,,,,,상수도전용,,2007,N,,10.12,,기타,휴게음식점,커피숍,
302,(주)성유엔터프라이즈(미아점),서울특별시 성북구 길음동 20-1번지 현대백화점(미아점) 지하1층 식품관 ,"서울특별시 성북구 동소문로 315 (길음동,현대백화점(미아점) 지하1층 식품관)",20090417,폐업 등,20120813,,,,,,상수도전용,,2009,N,,22.11,,,휴게음식점,커피숍,
303,(주)성유엔터프라이즈(카페57),서울특별시 영등포구 대림동 779-19번지 지상1층 ,"서울특별시 영등포구 가마산로 339 (대림동,지상1층)",20081219,운영중,,,,,,,,,2008,N,,80,,,휴게음식점,커피숍,
304,(주)세나클신부점,충청남도 천안시 동남구 신부동 455-2번지 외1필지 ,"충청남도 천안시 동남구 먹거리10길 1, 1,2층 (신부동)",20120103,운영중,,,,,,,상수도전용,,2012,N,,221.39,,,휴게음식점,커피숍,
305,(주)세미 횡성(강릉방향)휴게소(2),강원도 횡성군 안흥면 소사리 1530-1번지 ,,20090113,폐업 등,20091204,,,,,,지하수전용,1,2009,N,,10,2,기타,휴게음식점,커피숍,3
306,(주)세미 횡성(하)휴게소,강원도 횡성군 안흥면 소사리 1530-1번지 ,,19980331,폐업 등,20090427,,,,,,지하수전용,0,1998,N,,90.01,0,,휴게음식점,커피숍,0
307,(주)세븐일레븐동인2호점,대구광역시 중구 동인동1가 0288-0003번지 ,,20030226,폐업 등,20110121,,,,,,상수도전용,0,2003,N,,11,1,기타,휴게음식점,커피숍,1
308,(주)세이푸드 동방관 노아커피숍,대전광역시 서구 복수동 333번지 1층일부 ,"대전광역시 서구 혜천로 100, 1층 (복수동, 과학기술대학교)",20150225,운영중,,,,,,,상수도전용,,2015,N,,50.7,,,휴게음식점,커피숍,
309,(주)센구조홀딩스,서울특별시 영등포구 당산동 121-74번지 센스빌딩 1층 ,"서울특별시 영등포구 버드나루로19길 6 (당산동,센스빌딩 1층)",20100426,폐업 등,20140723,,,,,,상수도전용,,2010,N,,100,,,휴게음식점,커피숍,
310,(주)소백파크관광호텔레인보우,경상북도 영주시 가흥동 531-1번지 ,경상북도 영주시 신재로24번길 91 (가흥동),19900813,폐업 등,20120904,,,,,,상수도전용,0,1990,N,,140.52,0,기타,휴게음식점,커피숍,0
311,(주)소프트플레이코리아 마리오점,서울특별시 금천구 가산동 60-20번지 마리오아울렛3관 지상9층 ,"서울특별시 금천구 벚꽃로 266 (가산동, 마리오아울렛3관 지상9층)",20120921,운영중,,,,,,,상수도전용,,2012,N,,33.75,,,휴게음식점,커피숍,
312,(주)소프트플레이코리아고잔점,경기도 안산시 단원구 초지동 742-4번지 외4필지 안산 고잔 E-MART 이마트고잔점 3층 ,"경기도 안산시 단원구 원포공원1로 46 (초지동, 742-4  외4필지 안산 고잔 E-MART 이마트고잔점 3층)",20110630,폐업 등,20131011,,,,,,,,2011,N,,34.2,,,휴게음식점,커피숍,
313,(주)소프트플레이코리아군산점,전라북도 군산시 경암동 590-296번지 이마트군산점 2층 ,"전라북도 군산시 구암3.1로 137 (경암동, 이마트군산점 2층)",20110406,운영중,,,,,,,상수도전용,1,2011,N,,33,,기타,휴게음식점,커피숍,
314,(주)소프트플레이코리아김해아울렛점,경상남도 김해시 신문동 1B 4L번지 롯데프리미엄아울렛김해점 O동 402호,"경상남도 김해시 장유로 469, O동 402호 (롯데프리미엄아울렛김해점)",20130628,운영중,,,,,,,상수도전용,,2013,N,,6.2,,기타,휴게음식점,커피숍,
315,(주)송강미션커피숍,대전광역시 유성구 송강동 171-4번지 지상1층 ,"대전광역시 유성구 구즉로58번길 53 (송강동,지상1층)",20101012,운영중,,,,,,,,,2010,N,,84.32,,,휴게음식점,커피숍,
316,(주)송도골프(티하우스),인천광역시 연수구 동춘동 844-1번지 1동 (지상1층) ,"인천광역시 연수구 능허대로 236 (동춘동,1동 (지상1층))",19941021,운영중,,,,,,,,0,1994,N,,35.19,0,,휴게음식점,커피숍,0
317,(주)송추가마골 카페1981구월지점,인천광역시 남동구 구월동 1122-4번지 1층 일부 ,"인천광역시 남동구 인주대로 544, 1층 (구월동)",20140916,운영중,,,,,,,,,2014,N,,320.13,,,휴게음식점,커피숍,
318,(주)수노,인천광역시 연수구 연수동 507-12번지 외1필지 ,,20030704,폐업 등,20050622,,,,,,상수도전용,0,2003,N,,20,0,기타,휴게음식점,커피숍,0
319,(주)수지스태림앤문,서울특별시 영등포구 여의도동 23-8번지 지상1층 ,"서울특별시 영등포구 국제금융로2길 32 (여의도동, 지상1층)",20140205,폐업 등,20140206,,,,,,,,2014,N,,102.65,,,휴게음식점,커피숍,
320,(주)슈니발렌코리아현대백화점부산점,부산광역시 동구 범일동 62-5번지 ,부산광역시 동구 범일로 125 (범일동),20130405,폐업 등,20131230,,,,,,,,2013,N,,10,,,휴게음식점,커피숍,
321,(주)슈페리어홀딩스 윌리엄스버그커피,부산광역시 중구 광복동2가 33-3번지 외1필지 (2층) ,"부산광역시 중구 광복로 72-2, 2층 (광복동2가, 외1필지)",20120823,폐업 등,20131212,,,,,,상수도전용,,2012,N,,103.1,,,휴게음식점,커피숍,
322,(주)스마일푸드 세루커피,대구광역시 수성구 범어동 559-5번지 외1필지 ,,20090806,폐업 등,20091209,,,,,,,,2009,N,,140.5,3,기타,휴게음식점,커피숍,
323,(주)스마트통신 커피,서울특별시 서초구 우면동 721번지 102호,"서울특별시 서초구 태봉로 68, 102호 (우면동)",20130610,폐업 등,20150430,,,,,,,,2013,N,,23.41,,,휴게음식점,커피숍,
324,(주)스미스에스쓰리,경기도 성남시 중원구 여수동 244번지 1층 ,"경기도 성남시 중원구 성남대로997번길 27-12, 1층 (여수동)",20131211,운영중,,,,,,,상수도전용,,2013,N,,92.08,,,휴게음식점,커피숍,
325,(주)스위트밀,경기도 용인시 수지구 신봉동 909번지 지하 1층 ,,20070619,폐업 등,20110905,,,,,,,,2007,N,,27.26,,,휴게음식점,커피숍,
326,(주)스타럭스 캐스카페 삼청점,서울특별시 종로구 화동 138-7번지 (지상1층) ,"서울특별시 종로구 북촌로5길 43 (화동,(지상1층))",20080407,운영중,,,,,,,상수도전용,,2008,N,,157.44,,주택가주변,휴게음식점,커피숍,
327,(주)스타벅스 김해내동점,"경상남도 김해시 내동 1140-4번지 1,2층 ","경상남도 김해시 경원로 67 (내동,1,2층)",20110926,운영중,,,,,,,,,2011,N,,233.64,,,휴게음식점,커피숍,
328,(주)스타벅스 김해대로DT점,경상남도 김해시 삼정동 616-5번지 ,경상남도 김해시 김해대로 2465 (삼정동),20141028,운영중,,,,,,,,,2014,N,,322.22,,,휴게음식점,커피숍,
329,(주)스타벅스 뉴코아과천점,경기도 과천시 별양동 1-19번지 뉴코아백화점 1층 ,"경기도 과천시 별양상가3로 11 (별양동,뉴코아백화점 1층)",20011220,운영중,,,,,,,상수도전용,0,2001,N,,0,0,,휴게음식점,커피숍,0
330,(주)스타벅스 대명델피노리조트점,강원도 고성군 토성면 원암리 403-1번지 ,강원도 고성군 토성면 미시령옛길 1153,20131217,운영중,,,,,,,간이상수도,,2013,N,,100.98,,,휴게음식점,커피숍,
331,(주)스타벅스 부산연산역점,"부산광역시 연제구 연산동 603-10번지 ,1층 ","부산광역시 연제구 반송로 20, 1층 (연산동)",20140623,운영중,,,,,,,상수도전용,,2014,N,,228.58,,,휴게음식점,커피숍,
332,(주)스타벅스 울산삼산대로점,울산광역시 남구 달동 1367-9번지 (지상1층) ,"울산광역시 남구 삼산로 257 (달동,(지상1층))",20110909,운영중,,,,,,,상수도전용,,2011,N,,263.83,,,휴게음식점,커피숍,
333,(주)스타벅스 현대울산점,울산광역시 남구 삼산동 1521-1번지 번지(지상1층) ,,20060614,폐업 등,20110906,,,,,,상수도전용,0,2006,N,,101.36,0,아파트지역,휴게음식점,커피숍,0
334,(주)스타벅스광주용봉점,광주광역시 북구 용봉동 1383-4번지 (1층) ,"광주광역시 북구 저불로 45, 1층 (용봉동)",20120220,운영중,,,,,,,상수도전용,,2012,N,,179.37,,기타,휴게음식점,커피숍,
335,(주)스타벅스동아수성점,"대구광역시 수성구 범물동 1273번지 동아수성점(1층, 2층) ","대구광역시 수성구 지범로 191 (범물동,동아수성점(1층, 2층))",20030909,운영중,,,,,,,상수도전용,0,2003,N,기타,89.5,0,기타,휴게음식점,커피숍,0
336,(주)스타벅스서면중앙점,"부산광역시 부산진구 부전동 257-42번지 101호,201호 ","부산광역시 부산진구 서면로68번길 1 (부전동,101호,201호)",20110110,운영중,,,,,,,상수도전용,,2011,N,,304.11,,,휴게음식점,커피숍,
337,(주)스타벅스커피 부산덕천역점,부산광역시 북구 덕천동 383-1번지 ,부산광역시 북구 만덕대로 30 (덕천동),20131218,운영중,,,,,,,상수도전용,,2013,N,,337.29,,,휴게음식점,커피숍,
338,(주)스타벅스커피코리아,부산광역시 부산진구 부전동 503번지 롯데백화점 9층 ,,20010512,폐업 등,20071001,,,,,,,0,2001,N,기타,0,0,기타,휴게음식점,커피숍,0
339,(주)스타벅스커피코리아,경기도 성남시 분당구 서현동 262-1번지 리빙플라자 1층 ,,20030814,폐업 등,20080212,,,,,,,0,2003,N,,48.53,0,,휴게음식점,커피숍,0
340,(주)스타벅스커피코리아 구월로데오점,"인천광역시 남동구 구월동 1472번지 고려빌딩 1,2층일부(로데오거리 38) ","인천광역시 남동구 인하로 497-22 (구월동,고려빌딩 1,2층일부(로데오거리 38))",20080602,운영중,,,,,,,상수도전용,,2008,N,,229.2,,,휴게음식점,커피숍,
341,(주)스타벅스커피코리아 망원역점,"서울특별시 마포구 서교동 475-13번지 원천빌딩 1,2층 ","서울특별시 마포구 월드컵로 74 (서교동,원천빌딩 1,2층)",20101214,운영중,,,,,,,,,2010,N,,408.82,,,휴게음식점,커피숍,
342,(주)스타벅스커피코리아 부산대점,부산광역시 금정구 장전동 310-3번지 ,부산광역시 금정구 금정로68번길 2 (장전동),20010515,운영중,,,,,,,,0,2001,N,기타,185.76,0,기타,휴게음식점,커피숍,0
343,(주)스타벅스커피코리아 인천구월점,"인천광역시 남동구 구월동 1456번지 (예술로138) 101,102,111,201,209호일부,210호일부 ","인천광역시 남동구 예술로 138 (구월동,(예술로138) 101,102,111,201,209호일부,210호일부)",20061222,운영중,,,,,,,상수도전용,0,2006,N,,356.4,0,기타,휴게음식점,커피숍,0
344,(주)스타벅스커피코리아(남포동역점),부산광역시 중구 광복동1가 40-2번지 ,부산광역시 중구 구덕로 4 (광복동1가),20110328,운영중,,,,,,,,,2011,N,,278.3,,,휴게음식점,커피숍,
345,(주)스타벅스커피코리아(부산대연역),부산광역시 남구 대연동 1740-1번지 ,부산광역시 남구 수영로 240-1 (대연동),20131025,운영중,,,,,,,상수도전용,,2013,N,,226.48,,,휴게음식점,커피숍,
346,(주)스타벅스커피코리아(포항애비뉴),경상북도 포항시 남구 상도동 582번지 밸류플러스 1138-1141호 ,"경상북도 포항시 남구 중흥로 77, 1138-1141호 (상도동, 밸류플러스)",20100723,운영중,,,,,,,상수도전용,,2010,N,자율,159,,유흥업소밀집지역,휴게음식점,커피숍,
347,(주)스타벅스커피코리아일산라페스타점,"경기도 고양시 일산동구 장항동 768번지 외3필지.(라페스타B동 101,120호) ",,20030823,폐업 등,20130612,,,,,,,0,2003,N,,186.3,0,,휴게음식점,커피숍,0
348,(주)스타벅스코리아,"경기도 용인시 기흥구 보정동 1263번지 죽전누리에뜰 상가 101,102,103호 ","경기도 용인시 기흥구 죽전로 20 (보정동, 죽전누리에뜰 상가 101,102,103호)",20130128,운영중,,,,,,,상수도전용,,2013,N,,180.2,,,휴게음식점,커피숍,
349,(주)스타벅스포항북부비치점,경상북도 포항시 북구 항구동 17-97번지 (1층) ,"경상북도 포항시 북구 삼호로 186 (항구동,(1층))",20101215,운영중,,,,,,,,,2010,N,,245.78,,,휴게음식점,커피숍,
350,(주)시공문화정림사지박물관휴게소,충청남도 부여군 부여읍 동남리 401번지 외 14필지 ,,20061020,폐업 등,20080613,,,,,,,,2006,N,,0,,,휴게음식점,커피숍,
351,(주)시네마통상 창원점,경상남도 창원시 성산구 상남동 79번지 롯데백화점 3층 ,"경상남도 창원시 성산구 중앙대로 124 (상남동,롯데백화점 3층)",20080226,폐업 등,20130228,,,,,,상수도전용,,2008,N,,11.9,,유흥업소밀집지역,휴게음식점,커피숍,
352,(주)시네마통상 퓨얼리데카던트,대전광역시 서구 괴정동 423-1번지 10층 ,"대전광역시 서구 계룡로 598, 10층 (괴정동)",20080305,폐업 등,20130228,,,,,,상수도전용,,2008,N,,230.04,,,휴게음식점,커피숍,
353,(주)시네마통상창원점,경상남도 창원시 성산구 상남동 79번지 롯데백화점 5층 ,"경상남도 창원시 성산구 중앙대로 124 (상남동,롯데백화점 5층)",20070907,폐업 등,20130218,,,,,,상수도전용,,2007,N,,39.46,,유흥업소밀집지역,휴게음식점,커피숍,
354,(주)시마스터(할리스강릉점),강원도 강릉시 견소동 286-11번지 ,강원도 강릉시 창해로14번길 51-20 (견소동),20120626,운영중,,,,,,,상수도전용,,2012,N,,401,,기타,휴게음식점,커피숍,
355,(주)신세계푸드 KB 국민카드 커피코너,서울특별시 종로구 내수동 167번지 (지하1층 125호) ,"서울특별시 종로구 새문안로3길 30 (내수동,(지하1층 125호))",20110302,폐업 등,20120702,,,,,,,,2011,N,,15,,기타,휴게음식점,커피숍,
356,(주)신세계푸드 건국대까페 에델리아,서울특별시 광진구 화양동 1번지 건국대학교 학생회관 1층 ,"서울특별시 광진구 능동로 120, 1층 (화양동, 건국대학교 학생회관)",20140808,운영중,,,,,,,,,2014,N,,20.7,,,휴게음식점,커피숍,
357,(주)신세계푸드 루브리카카페,서울특별시 강남구 청담동 89-0번지 분더샵청담A 지상3층 ,"서울특별시 강남구 압구정로60길 21, 지상3층 (청담동, 분더샵청담A)",20141014,운영중,,,,,,,,,2014,N,,152.05,,,휴게음식점,커피숍,
358,(주)신세계푸드 성신여대 까페 에델리아,서울특별시 강북구 미아동 147번지 (도봉로 76가길 55)(지하1층) ,"서울특별시 강북구 도봉로76가길 55 (미아동,(도봉로 76가길 55)(지하1층))",20110413,운영중,,,,,,,상수도전용,,2011,N,,73.94,,,휴게음식점,커피숍,
359,(주)신세계푸드 엑스퍼트연수원 카페,경기도 안산시 단원구 선감동 산 120-1번지 1층 ,"경기도 안산시 단원구 선감로 205-33 (선감동, 1층)",20140117,운영중,,,,,,,지하수전용,,2014,N,,37.5,,,휴게음식점,커피숍,
360,(주)신세계푸드 인하공업전문대학 카페,인천광역시 남구 용현동 253번지 ,"인천광역시 남구 인하로 100 (용현동, 인하전문대학3호관 53동)",20110311,운영중,,,,,,,상수도전용,,2011,N,,137,,,휴게음식점,커피숍,
